id,post_id,thread_id,type,comment_id,old_visual_id,visual_id,issue,formula
753,887,22,answer,,8229920,8229920,, <semantics><mi>a</mi><mo>×</mo><mi>b</mi><mo>=</mo><msup><mo>(</mo><mi>a</mi><mo>∧</mo><mi>b</mi><mo>)</mo><mo>*</mo></msup></semantics> 
754,887,22,answer,,159,159,, <semantics><mi>a</mi></semantics> 
755,887,22,answer,,368,368,, <semantics><mi>b</mi></semantics> 
756,887,22,answer,,159,159,, <semantics><mi>a</mi></semantics> 
757,887,22,answer,,368,368,, <semantics><mi>b</mi></semantics> 
758,887,22,answer,,8229921,8229921,, <semantics><mo>(</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>1</mn></msub><mo>+</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>2</mn></msub><mo>+</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>3</mn></msub><mo>)</mo><mo>∧</mo><mo>(</mo><msub><mi>b</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>1</mn></msub><mo>+</mo><msub><mi>b</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>2</mn></msub><mo>+</mo><msub><mi>b</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>3</mn></msub><mo>)</mo></semantics> 
759,53,22,answer,,162069,162069,, <semantics><mi>a</mi><mo>⋅</mo><mi>b</mi><mo>=</mo><mn>0</mn></semantics> 
760,53,22,answer,,8229922,8229922,, <semantics><mo>(</mo><mi>a</mi><mo>×</mo><mi>b</mi><mo>)</mo><mo>⋅</mo><mi>a</mi><mo>=</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><mo>(</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>3</mn></msub><mo>-</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>2</mn></msub><mo>)</mo><mo>-</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><mo>(</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>3</mn></msub><mo>-</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>1</mn></msub><mo>)</mo><mo>-</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><mo>(</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>2</mn></msub><mo>-</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>1</mn></msub><mo>)</mo><mo>=</mo><mn>0</mn></semantics> 
761,53,22,answer,,8229923,8229923,, <semantics><mo>(</mo><mi>a</mi><mo>×</mo><mi>b</mi><mo>)</mo><mo>⋅</mo><mi>b</mi><mo>-</mo><mn>0</mn></semantics> 
762,89,22,answer,,158,158,, <semantics><mi>i</mi></semantics> 
763,89,22,answer,,182,182,, <semantics><mi>j</mi></semantics> 
764,89,22,answer,,83,83,, <semantics><mi>k</mi></semantics> 
765,89,22,answer,,20,20,, <semantics><mi>m</mi></semantics> 
766,89,22,answer,,177,177,, <semantics><mi>n</mi></semantics> 
767,89,22,answer,,74,74,, <semantics><mi>p</mi></semantics> 
768,89,22,answer,,67548,67548,," <semantics><mo>(</mo><mi>m</mi><mo>,</mo><mi>n</mi><mo>,</mo><mi>p</mi><mo>)</mo></semantics> "
769,89,22,answer,,8229924,8229924,," <semantics><mo>(</mo><mi>m</mi><mo>,</mo><mi>n</mi><mo>,</mo><mi>p</mi><mo>)</mo><mo>=</mo><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>,</mo><mi>c</mi><mo>)</mo></semantics> "
770,89,22,answer,,8229925,8229925,," <semantics><mo>(</mo><mi>m</mi><mo>,</mo><mi>n</mi><mo>,</mo><mi>p</mi><mo>)</mo><mo>=</mo><mo>(</mo><mi>d</mi><mo>,</mo><mi>e</mi><mo>,</mo><mi>f</mi><mo>)</mo></semantics> "
771,89,22,answer,,11227,11227,," <semantics><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>,</mo><mi>c</mi><mo>)</mo></semantics> "
772,89,22,answer,,108548,108548,," <semantics><mo>(</mo><mi>d</mi><mo>,</mo><mi>e</mi><mo>,</mo><mi>f</mi><mo>)</mo></semantics> "
773,89,22,answer,,11227,11227,," <semantics><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>,</mo><mi>c</mi><mo>)</mo></semantics> "
774,89,22,answer,,108548,108548,," <semantics><mo>(</mo><mi>d</mi><mo>,</mo><mi>e</mi><mo>,</mo><mi>f</mi><mo>)</mo></semantics> "
775,109,51,answer,,277,277,, <semantics><mi>R</mi></semantics> 
776,109,51,answer,,297,297,, <semantics><mi>t</mi></semantics> 
777,109,51,answer,,8229926,8229926,, <semantics><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><msup><mi>R</mi><mn>2</mn></msup><mo>⁢</mo><mo>(</mo><mi>t</mi><mo>-</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mi>t</mi><mo>)</mo><mo>)</mo></semantics> 
778,109,51,answer,,297,297,, <semantics><mi>t</mi></semantics> 
779,109,51,answer,,277,277,, <semantics><mi>R</mi></semantics> 
780,109,51,answer,,206,206,, <semantics><mi>θ</mi></semantics> 
781,109,51,answer,,3715,3715,, <semantics><mn>2</mn><mo>⁢</mo><mi>θ</mi></semantics> 
782,109,51,answer,,57,57,, <semantics><mi>β</mi></semantics> 
783,109,51,answer,,8229927,8229927,, <semantics><mi>β</mi><mo>=</mo><mn>4</mn><mo>⁢</mo><mi>θ</mi></semantics> 
784,109,51,answer,,8229928,8229928,, <semantics><mi>θ</mi><mo>+</mo><mi>π</mi><mo>/</mo><mn>2</mn><mo>+</mo><mi>α</mi><mo>/</mo><mn>2</mn><mo>=</mo><mi>π</mi></semantics> 
785,109,51,answer,,8229929,8229929,, <semantics><mi>α</mi><mo>=</mo><mi>π</mi><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>θ</mi></semantics> 
786,109,51,answer,,8229930,8229930,, <semantics><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><msup><mi>L</mi><mn>2</mn></msup><mo>⁢</mo><mo>(</mo><mi>α</mi><mo>-</mo><mi>sin</mi><mo>⁡</mo><mi>α</mi><mo>)</mo><mo>+</mo><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><msup><mi>R</mi><mn>2</mn></msup><mo>⁢</mo><mo>(</mo><mi>β</mi><mo>-</mo><mi>sin</mi><mo>⁡</mo><mi>β</mi><mo>)</mo><mo>=</mo><msup><mi>R</mi><mn>2</mn></msup><mo>⁢</mo><mo>(</mo><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><msup><mo>(</mo><mi>L</mi><mo>/</mo><mi>R</mi><mo>)</mo><mn>2</mn></msup><mo>⁢</mo><mo>(</mo><mo>(</mo><mi>π</mi><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>θ</mi><mo>)</mo><mo>-</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mi>π</mi><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>θ</mi><mo>)</mo><mo>)</mo><mo>+</mo><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><mo>(</mo><mn>4</mn><mo>⁢</mo><mi>θ</mi><mo>-</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mn>4</mn><mo>⁢</mo><mi>θ</mi><mo>)</mo><mo>)</mo><mo>)</mo></semantics> 
787,109,51,answer,,8229931,8229931,, <semantics><mi>a</mi><mo>=</mo><mi>C</mi><mo>⁢</mo><mi>E</mi><mo>=</mo><mi>L</mi><mo>/</mo><mi>R</mi><mo>=</mo><mn>2</mn><mo>⁢</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mi>θ</mi><mo>)</mo></semantics> 
788,109,51,answer,,6606414,6606414,, <semantics><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><mi>π</mi><mo>⁢</mo><msup><mi>R</mi><mn>2</mn></msup></semantics> 
789,109,51,answer,,8229932,8229932,, <semantics><msup><mi>R</mi><mn>2</mn></msup><mo>⁢</mo><mo>(</mo><mn>2</mn><mo>⁢</mo><msup><mo>(</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mi>θ</mi><mo>)</mo><mo>)</mo><mn>2</mn></msup><mo>⁢</mo><mo>(</mo><mo>(</mo><mi>π</mi><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>θ</mi><mo>)</mo><mo>-</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mi>π</mi><mo>-</mo><mn>2</mn><mo>⁢</mo><mi>θ</mi><mo>)</mo><mo>)</mo><mo>+</mo><mfrac><mn>1</mn><mn>2</mn></mfrac><mo>⁢</mo><mo>(</mo><mn>4</mn><mo>⁢</mo><mi>θ</mi><mo>-</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mn>4</mn><mo>⁢</mo><mi>θ</mi><mo>)</mo><mo>)</mo><mo>)</mo><mo>=</mo><msup><mi>R</mi><mn>2</mn></msup><mo>⁢</mo><mfrac><mi>π</mi><mn>2</mn></mfrac></semantics> 
790,109,51,answer,,8229933,8229933,, <semantics><msup><mi>R</mi><mn>2</mn></msup><mo>(</mo><mi>π</mi><mo>+</mo><mo>(</mo><mn>2</mn><mi>θ</mi><mo>-</mo><mi>π</mi><mo>)</mo><mi>cos</mi><mo>(</mo><mn>2</mn><mi>θ</mi><mo>)</mo><mo>-</mo><mi>sin</mi><mo>(</mo><mn>2</mn><mi>θ</mi><mo>)</mo><mo>=</mo><mfrac><mi>π</mi><mn>2</mn></mfrac><mo>)</mo></semantics> 
791,109,51,answer,,8229934,8229934,, <semantics><mi>π</mi><mo>+</mo><mi>α</mi><mo>⁢</mo><mi>cos</mi><mo>⁡</mo><mi>α</mi><mo>-</mo><mi>sin</mi><mo>⁡</mo><mi>α</mi></semantics> 
793,109,51,answer,,8229935,8229935,, <semantics><mi>θ</mi><mo>=</mo><mtext>ca. </mtext><mo>⁢</mo><mn>0.618</mn></semantics> 
794,109,51,answer,,8229936,8229936,, <semantics><mi>L</mi><mo>=</mo><mtext>ca. </mtext><mo>⁢</mo><mn>1.159</mn><mo>⁢</mo><mi>R</mi></semantics> 
795,62,51,answer,,26988,26988,, <semantics><mi>π</mi><mo>⁢</mo><msup><mi>r</mi><mn>2</mn></msup></semantics> 
796,62,51,answer,,25454,25454,, <semantics><msub><mi>r</mi><mn>1</mn></msub></semantics> 
797,62,51,answer,,15367,15367,, <semantics><msub><mi>r</mi><mn>2</mn></msub></semantics> 
798,62,51,answer,,8229937,8229937,, <semantics><mfrac><mo>(</mo><mi>π</mi><mo>⁢</mo><msubsup><mi>r</mi><mn>1</mn><mn>2</mn></msubsup><mo>)</mo><mn>2</mn></mfrac><mo>=</mo><mi>π</mi><mo>⁢</mo><msubsup><mi>r</mi><mn>2</mn><mn>2</mn></msubsup></semantics> 
799,62,51,answer,,8229938,8229938,, <semantics><mfrac><msubsup><mi>r</mi><mn>1</mn><mn>2</mn></msubsup><mn>2</mn></mfrac><mo>=</mo><msubsup><mi>r</mi><mn>2</mn><mn>2</mn></msubsup></semantics> 
800,62,51,answer,,8229939,8229939,, <semantics><msub><mi>r</mi><mn>2</mn></msub><mo>=</mo><mfrac><msub><mi>r</mi><mn>1</mn></msub><msqrt><mn>2</mn></msqrt></mfrac></semantics> 
801,62,51,answer,,358,358,, <semantics><mn>2</mn></semantics> 
802,64,51,answer,,188,188,, <semantics><mi>A</mi></semantics> 
803,64,51,answer,,256682,256682,, <semantics><mi>A</mi><mo>=</mo><mi>π</mi><mo>⁢</mo><msup><mi>R</mi><mn>2</mn></msup></semantics> 
804,64,51,answer,,277,277,, <semantics><mi>R</mi></semantics> 
805,64,51,answer,,180,180,, <semantics><mi>r</mi></semantics> 
806,64,51,answer,,8229940,8229940,, <semantics><mi>π</mi><mo>⁢</mo><msup><mi>r</mi><mn>2</mn></msup><mo>=</mo><mi>A</mi><mo>/</mo><mn>2</mn></semantics> 
807,64,51,answer,,8229941,8229941,, <semantics><mi>π</mi><mo>⁢</mo><msup><mi>r</mi><mn>2</mn></msup><mo>=</mo><mi>π</mi><mo>⁢</mo><msup><mi>R</mi><mn>2</mn></msup><mo>/</mo><mn>2</mn></semantics> 
808,64,51,answer,,8229942,8229942,, <semantics><mi>r</mi><mo>=</mo><mi>R</mi><mo>/</mo><msqrt><mo>(</mo></msqrt><mn>2</mn><mo>)</mo></semantics> 
809,86,56,answer,,1662,1662,, <semantics><msup><mi>ℝ</mi><mi>n</mi></msup></semantics> 
810,86,56,answer,,1662,1662,, <semantics><msup><mi>ℝ</mi><mi>n</mi></msup></semantics> 
811,86,56,answer,,2962,2962,, <semantics><msup><mi>ℂ</mi><mi>n</mi></msup></semantics> 
812,86,56,answer,,881549,881549,," <semantics><mo>⟨</mo><mi>f</mi><mo>,</mo><mi>g</mi><mo>⟩</mo><mo>=</mo><msubsup><mo>∫</mo><mi>a</mi><mi>b</mi></msubsup><mi>f</mi><mo>⁢</mo><mo>(</mo><mi>x</mi><mo>)</mo><mo>⁢</mo><mo><mi>g</mi><mo>⁢</mo><mo>(</mo><mi>x</mi><mo>)</mo><mo>¯</mo></mover><mo>⁢</mo><mo>𝑑</mo><mi>x</mi></semantics> "
813,86,56,answer,,882,882,," <semantics><mi>f</mi><mo>,</mo><mi>g</mi></semantics> "
814,86,56,answer,,3186,3186,," <semantics><mo>[</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>]</mo></semantics> "
815,185690,56,answer,,8229943,8229943,," <semantics><mo>(</mo><mi>𝕍</mi><mo>,</mo><mi>𝔽</mi><mo>)</mo></semantics> "
816,185690,56,answer,,15458,15458,," <semantics><mo>⟨</mo><mo>,</mo><mo>⟩</mo></semantics> "
817,185690,56,answer,,8229944,8229944,," <semantics><mo>(</mo><mo>(</mo><mi>V</mi><mo>,</mo><mi>F</mi><mo>)</mo><mo>,</mo><mo>⟨</mo><mo>,</mo><mo>⟩</mo><mo>)</mo></semantics> "
818,185690,56,answer,,455246,455246,, <semantics><mi>𝕍</mi></semantics> 
819,185690,56,answer,,2974,2974,, <semantics><mi>𝔽</mi></semantics> 
820,185690,56,answer,,8229943,8229943,," <semantics><mo>(</mo><mi>𝕍</mi><mo>,</mo><mi>𝔽</mi><mo>)</mo></semantics> "
821,185690,56,answer,,455246,455246,, <semantics><mi>𝕍</mi></semantics> 
822,185690,56,answer,,2974,2974,, <semantics><mi>𝔽</mi></semantics> 
823,185690,56,answer,,8229945,8229945,," <semantics><mo>⟨</mo><mo>,</mo><mo>⟩</mo><mo>:</mo><mi>𝕍</mi><mo>→</mo><mi>𝔽</mi></semantics> "
824,185690,56,answer,,8229946,8229946,," <semantics><mo>⟨</mo><mo><mi>a</mi><mo>→</mo></mover><mo>,</mo><mo><mi>b</mi><mo>→</mo></mover><mo>⟩</mo><mo>=</mo><mi>c</mi></semantics> "
825,185690,56,answer,,455246,455246,, <semantics><mi>𝕍</mi></semantics> 
826,185690,56,answer,,2974,2974,, <semantics><mi>𝔽</mi></semantics> 
827,185690,56,answer,,930451,930451,," <semantics><mo>⟨</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>⟩</mo><mo>=</mo><mo><mo>⟨</mo><mi>b</mi><mo>,</mo><mi>a</mi><mo>⟩</mo><mo>¯</mo></mover></semantics> "
828,185690,56,answer,,34144,34144,," <semantics><mo>⟨</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>⟩</mo></semantics> "
829,185690,56,answer,,385809,385809,," <semantics><mo>⟨</mo><mi>b</mi><mo>,</mo><mi>a</mi><mo>⟩</mo></semantics> "
830,185690,56,answer,,1000608,1000608,," <semantics><mo>⟨</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>⟩</mo><mo>=</mo><mo>⟨</mo><mi>b</mi><mo>,</mo><mi>a</mi><mo>⟩</mo></semantics> "
831,185690,56,answer,,67,67,, <semantics><mi>x</mi></semantics> 
832,185690,56,answer,,8229947,8229947,," <semantics><mo>⟨</mo><mi>x</mi><mo>⁢</mo><mi>a</mi><mo>+</mo><mi>y</mi><mo>,</mo><mi>b</mi><mo>⟩</mo><mo>=</mo><mo>⟨</mo><mi>x</mi><mo>⁢</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>⟩</mo><mo>+</mo><mo>⟨</mo><mi>y</mi><mo>,</mo><mi>b</mi><mo>⟩</mo></semantics> "
833,185690,56,answer,,155647,155647,," <semantics><mo>⟨</mo><mi>x</mi><mo>,</mo><mi>x</mi><mo>⟩</mo><mo>≥</mo><mn>0</mn></semantics> "
834,185690,56,answer,,41444,41444,, <semantics><mo>||</mo><mi>x</mi><mo>||</mo></semantics> 
835,185690,56,answer,,2889519,2889519,," <semantics><msqrt><mo>⟨</mo><mi>x</mi><mo>,</mo><mi>x</mi><mo>⟩</mo></msqrt></semantics> "
839,57,57,question,,50360,50360,, <semantics><mi>R</mi><mo>→</mo><mi>R</mi></semantics> 
840,57,57,question,,43093,43093,, <semantics><mi>R</mi><mo>→</mo><mi>S</mi></semantics> 
841,57,57,question,,451998,451998,, <semantics><mi>S</mi><mo>→</mo><mi>R</mi></semantics> 
842,57,57,question,,43093,43093,, <semantics><mi>R</mi><mo>→</mo><mi>S</mi></semantics> 
843,57,57,question,,50360,50360,, <semantics><mi>R</mi><mo>→</mo><mi>R</mi></semantics> 
844,57,57,question,,7680,7680,, <semantics><mi>S</mi><mo>→</mo><mi>S</mi></semantics> 
845,57,57,question,,43093,43093,, <semantics><mi>R</mi><mo>→</mo><mi>S</mi></semantics> 
846,57,57,question,,50360,50360,, <semantics><mi>R</mi><mo>→</mo><mi>R</mi></semantics> 
847,57,57,question,,7680,7680,, <semantics><mi>S</mi><mo>→</mo><mi>S</mi></semantics> 
848,57,57,question,,43093,43093,, <semantics><mi>R</mi><mo>→</mo><mi>S</mi></semantics> 
849,57,57,question,,420968,420968,, <semantics><mi>S</mi><mo>→</mo><mi>T</mi></semantics> 
850,57,57,question,,800000,800000,, <semantics><mi>R</mi><mo>→</mo><mi>T</mi></semantics> 
851,57,57,comment,6278367.0,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
852,57,57,comment,6278367.0,277,277,, <semantics><mi>R</mi></semantics> 
853,57,57,comment,6278367.0,277,277,, <semantics><mi>R</mi></semantics> 
854,57,57,comment,6278367.0,827,827,, <semantics><mo>≥</mo></semantics> 
855,57,57,comment,6278367.0,3609,3609,, <semantics><mo>=</mo></semantics> 
856,57,57,comment,6278367.0,277,277,, <semantics><mi>R</mi></semantics> 
857,134,57,answer,,277,277,, <semantics><mi>R</mi></semantics> 
858,134,57,answer,,403,403,, <semantics><mi>S</mi></semantics> 
859,134,57,answer,,319,319,, <semantics><mi>T</mi></semantics> 
860,134,57,answer,,921,921,," <semantics><mi>x</mi><mo>,</mo><mi>y</mi></semantics> "
861,134,57,answer,,44,44,, <semantics><mi>z</mi></semantics> 
862,134,57,answer,,8229948,8229948,, <semantics><mi>x</mi><mo>:</mo><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>x</mi></semantics> 
863,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
864,134,57,answer,,67,67,, <semantics><mi>x</mi></semantics> 
865,134,57,answer,,68,68,, <semantics><mi>y</mi></semantics> 
866,134,57,answer,,921,921,," <semantics><mi>x</mi><mo>,</mo><mi>y</mi></semantics> "
867,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
868,134,57,answer,,52692,52692,, <semantics><mi>y</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>x</mi></semantics> 
869,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
870,134,57,answer,,67,67,, <semantics><mi>x</mi></semantics> 
871,134,57,answer,,68,68,, <semantics><mi>y</mi></semantics> 
872,134,57,answer,,358,358,, <semantics><mn>2</mn></semantics> 
873,134,57,answer,,921,921,," <semantics><mi>x</mi><mo>,</mo><mi>y</mi></semantics> "
874,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
875,134,57,answer,,52692,52692,, <semantics><mi>y</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>x</mi></semantics> 
876,134,57,answer,,3940,3940,, <semantics><mi>x</mi><mo>=</mo><mi>y</mi></semantics> 
877,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
878,134,57,answer,,67,67,, <semantics><mi>x</mi></semantics> 
879,134,57,answer,,68,68,, <semantics><mi>y</mi></semantics> 
880,134,57,answer,,921,921,," <semantics><mi>x</mi><mo>,</mo><mi>y</mi></semantics> "
881,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
882,134,57,answer,,52692,52692,, <semantics><mi>y</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>x</mi></semantics> 
883,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
884,134,57,answer,,67,67,, <semantics><mi>x</mi></semantics> 
885,134,57,answer,,68,68,, <semantics><mi>y</mi></semantics> 
886,134,57,answer,,1462,1462,," <semantics><mi>x</mi><mo>,</mo><mi>y</mi><mo>,</mo><mi>z</mi></semantics> "
887,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
888,134,57,answer,,8253,8253,, <semantics><mi>y</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>z</mi></semantics> 
889,134,57,answer,,107756,107756,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>z</mi></semantics> 
890,134,57,answer,,8252,8252,, <semantics><mi>x</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>y</mi></semantics> 
891,134,57,answer,,67,67,, <semantics><mi>x</mi></semantics> 
892,134,57,answer,,68,68,, <semantics><mi>y</mi></semantics> 
893,134,57,comment,6278388.0,38516,38516,, <semantics><mi>x</mi><mo>></mo><mi>y</mi></semantics> 
894,134,57,comment,6278388.0,40535,40535,, <semantics><mi>y</mi><mo>></mo><mi>x</mi></semantics> 
895,134,57,comment,6278388.0,7431,7431,, <semantics><mi>x</mi><mo>≥</mo><mi>y</mi></semantics> 
896,134,57,comment,6278388.0,167239,167239,, <semantics><mi>y</mi><mo>≥</mo><mi>x</mi></semantics> 
897,134,57,comment,6278388.0,3940,3940,, <semantics><mi>x</mi><mo>=</mo><mi>y</mi></semantics> 
898,352,57,comment,6279085.0,8229949,8229949,, <semantics><mo>(</mo><mi>a</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>b</mi><mo>⇒</mo><mi>b</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>a</mi><mo>)</mo></semantics> 
899,3045870,57,answer,,827,827,, <semantics><mo>≥</mo></semantics> 
900,3045870,57,answer,,3609,3609,, <semantics><mo>=</mo></semantics> 
901,3045870,57,answer,,28679,28679,, <semantics><mo>⊂</mo></semantics> 
902,3045870,57,answer,,3609,3609,, <semantics><mo>=</mo></semantics> 
903,3045870,57,answer,,51,51,, <semantics><mo>></mo></semantics> 
904,3045870,57,answer,,368777,368777,, <semantics><mo>(</mo><mi>a</mi><mo>></mo><mi>b</mi><mo>)</mo></semantics> 
905,3045870,57,answer,,81993,81993,, <semantics><mo>(</mo><mi>b</mi><mo>></mo><mi>a</mi><mo>)</mo></semantics> 
906,3045870,57,answer,,277,277,, <semantics><mi>R</mi></semantics> 
907,3045870,57,answer,,8229950,8229950,, <semantics><mo>(</mo><mi>a</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>b</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>c</mi><mo>)</mo><mo>⇒</mo><mo>(</mo><mi>a</mi><mo>⁢</mo><mi>R</mi><mo>⁢</mo><mi>c</mi><mo>)</mo></semantics> 
908,3045870,57,answer,,368,368,, <semantics><mi>b</mi></semantics> 
909,3045870,57,answer,,159,159,, <semantics><mi>a</mi></semantics> 
910,3045870,57,answer,,146,146,, <semantics><mi>c</mi></semantics> 
911,59,59,title,,358,358,, <semantics><mn>2</mn></semantics> 
912,59,59,question,,828,828,," <semantics><mo>(</mo><mn>0</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
913,59,59,question,,35195,35195,, <semantics><mn>2</mn><mo>⁢</mo><mi>D</mi></semantics> 
914,59,59,question,,12908,12908,, <semantics><msub><mi>p</mi><mn>1</mn></msub></semantics> 
915,59,59,question,,11032,11032,, <semantics><msub><mi>p</mi><mn>2</mn></msub></semantics> 
916,59,59,question,,35824,35824,, <semantics><mn>3</mn><mo>⁢</mo><mi>D</mi></semantics> 
917,65,59,answer,,144562,144562,, <semantics><msub><mo><mi>p</mi><mo>→</mo></mover><mn>1</mn></msub></semantics> 
918,65,59,answer,,144563,144563,, <semantics><msub><mo><mi>p</mi><mo>→</mo></mover><mn>2</mn></msub></semantics> 
919,65,59,answer,,8229951,8229951,, <semantics><msub><mo><mi>p</mi><mo>→</mo></mover><mn>1</mn></msub><mo>⋅</mo><msub><mo><mi>p</mi><mo>→</mo></mover><mn>2</mn></msub><mo>=</mo><mo>|</mo><msub><mo><mi>p</mi><mo>→</mo></mover><mn>1</mn></msub><mo>|</mo><mo>⋅</mo><mo>|</mo><msub><mo><mi>p</mi><mo>→</mo></mover><mn>2</mn></msub><mo>|</mo><mo>⋅</mo><mi>cos</mi><mo>⁡</mo><mi>θ</mi></semantics> 
920,65,59,answer,,206,206,, <semantics><mi>θ</mi></semantics> 
921,65,59,answer,,8229952,8229952,, <semantics><mi>θ</mi><mo>=</mo><mi>arccos</mi><mo>⁡</mo><mo>(</mo><mfrac><msub><mo><mi>p</mi><mo>→</mo></mover><mn>1</mn></msub><mo>⋅</mo><msub><mo><mi>p</mi><mo>→</mo></mover><mn>2</mn></msub><mo>|</mo><msub><mo><mi>p</mi><mo>→</mo></mover><mn>1</mn></msub><mo>|</mo><mo>⋅</mo><mo>|</mo><msub><mo><mi>p</mi><mo>→</mo></mover><mn>2</mn></msub><mo>|</mo></mfrac><mo>)</mo></semantics> 
